index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,indice,Cambio,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1
3255,538-623,16,538-623PL1,Absent,30389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,56,55,9,15,14,8,17,18,57,11,54,12,16,13,7,20,2,58,53,45,1,31,6,19,61,59,52,44,39,32,30,21,62,60,5,49,38,3,29,22,0,50,51,42,41,33,28,23,0,63,48,4,40,34,27,24,0,0,47,46,36,35,26,25,-28.0,60,Unicorn_Absent,-1,-1,Unicorn_Absent,-147,0.625,64.0,RS,3255,0,-14.0,60,0.9375,64,0.0625,0.0625,0.9375,-32.0,0.6,0.65625,0.15625,ALL,RS,ALL,1.0
3256,538-623,17,538-623PL1,Absent,26181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,12,13,16,15,17,18,19,28,27,26,25,24,23,22,21,10,29,30,31,32,33,34,35,42,2,41,40,39,38,37,36,4,9,47,46,1,45,44,43,5,0,0,0,0,0,0,48,6,3,0,0,0,0,0,0,7,8,0,0,0,0,0,0,-14.0,46,Unicorn_Absent,-1,-1,Unicorn_Absent,-161,0.7125,60.0,RS,3256,0,-32.0,46,0.65625,64,0.34375,0.28125,0.71875,-28.0,0.625,0.71875,0.0625,RS,ALL,RS,0.9375
3257,538-623,18,538-623PL1,Absent,30086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,27,10,9,25,8,22,7,5,17,16,26,15,6,21,19,12,55,54,41,14,24,23,20,57,56,13,42,40,38,28,30,58,59,53,43,1,39,31,29,61,60,52,44,45,37,2,32,62,63,4,48,47,3,34,33,66,65,64,51,50,49,36,35,-32.0,64,Unicorn_Absent,-1,-1,Unicorn_Absent,-193,0.6,46.0,ALL,3257,0,-19.0,64,0.71875,64,0.28125,0.0,1.0,-14.0,0.7125,0.84375,0.34375,RS,RS,ALL,0.71875
3258,538-623,19,538-623PL1,Absent,28557,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,33,34,35,36,37,38,12,31,0,0,0,9,8,39,6,30,5,0,0,0,7,40,11,29,0,0,0,57,56,3,13,1,0,2,54,55,53,41,14,28,49,50,51,52,4,42,15,27,48,47,46,45,44,43,17,26,25,24,23,19,22,21,18,-19.0,51,Unicorn_Absent,-1,-1,Unicorn_Absent,-212,0.68125,64.0,RS,3258,0,-32.0,54,0.84375,64,0.109375,0.203125,0.84375,-32.0,0.6,0.84375,0.28125,ALL,ALL,RS,1.0
3261,538-623,22,538-623PL1,Absent,27556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,33,32,31,30,29,28,27,26,34,35,36,38,37,39,40,41,57,0,0,0,56,51,43,42,58,0,1,0,2,53,44,45,59,5,0,0,55,54,50,46,22,20,18,15,14,3,48,47,23,21,19,4,12,10,8,6,25,0,17,16,13,11,9,7,-24.0,56,Unicorn_Absent,-1,-1,Unicorn_Absent,-250,0.65,14.0,RS,3261,0,-32.0,56,0.3559322033898305,64,0.1753177966101695,0.125,0.875,,0.9125,0.875,0.15625,RS,ALL,RS,0.5135135135135135
3267,538-623,28,538-623PL1,Absent,30781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,44,42,35,34,21,20,7,47,46,45,36,32,22,19,8,48,49,50,37,33,23,2,9,55,52,6,38,31,24,18,10,53,54,51,39,1,25,17,11,56,57,58,40,30,26,3,12,61,60,59,5,29,4,16,13,62,63,64,41,28,27,15,14,-32.0,64,Unicorn_Absent,-1,-1,Unicorn_Absent,-279,0.6,7.0,ALL,3267,0,-20.0,64,0.578125,64,0.234375,0.0,1.0,,0.95625,0.8125,0.078125,RS,RS,RS,0.6829268292682927
3268,538-623,29,538-623PL1,Absent,25110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,15,13,11,12,7,8,10,9,16,17,18,19,20,21,22,23,31,30,29,28,26,27,25,24,32,5,33,1,34,35,3,37,0,0,0,56,55,46,45,38,0,0,0,58,53,47,44,39,0,0,0,59,52,48,43,40,0,0,0,4,51,50,42,41,-20.0,52,Unicorn_Absent,-1,-1,Unicorn_Absent,-299,0.675,64.0,RS,3268,0,-16.0,52,0.8125,64,0.1875,0.1875,0.8125,-32.0,0.6,0.9230769230769231,0.234375,ALL,RS,RS,1.0
3269,538-623,30,538-623PL1,Absent,26046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,45,46,40,39,24,22,23,7,47,41,42,43,26,5,6,8,3,49,51,2,25,27,1,9,54,55,53,50,28,29,21,10,0,0,0,0,31,30,19,11,0,0,0,0,32,33,18,12,0,0,0,0,34,35,17,14,0,0,0,0,37,36,16,15,-16.0,48,Unicorn_Absent,-1,-1,Unicorn_Absent,-315,0.7,52.0,RS,3269,0,-18.0,48,0.9230769230769231,64,0.07692307692307687,0.25,0.75,-20.0,0.675,0.53125,0.1875,RS,RS,RS,0.8125
3272,538-623,33,538-623PL1,Absent,25343,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,37,34,19,17,4,0,0,0,38,33,20,18,3,0,0,0,36,35,21,16,5,55,56,57,39,32,22,15,6,54,53,52,40,31,23,14,8,50,51,49,1,29,24,13,7,46,47,48,41,28,25,12,9,45,44,43,42,27,26,11,10,-23.0,55,Unicorn_Absent,-1,-1,Unicorn_Absent,-326,0.65625,2.0,RS,3272,0,-23.0,55,0.2,64,0.2375,0.140625,0.859375,,0.9875,0.734375,0.32840909090909093,RS,RS,RS,0.30303030303030304
3273,538-623,34,538-623PL1,Absent,25604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,2,5,4,7,6,8,9,10,19,17,16,3,15,14,12,11,18,20,21,22,23,24,25,26,34,33,32,31,30,29,28,27,35,36,37,38,40,39,41,42,0,0,1,56,55,49,44,43,0,0,0,57,54,50,48,45,0,0,0,59,53,51,52,46,-23.0,55,Unicorn_Absent,-1,-1,Unicorn_Absent,-349,0.65625,55.0,RS,3273,0,-19.0,56,0.734375,64,0.25,0.140625,0.875,-23.0,0.65625,0.6984126984126984,0.2375,RS,RS,RS,0.859375
3274,538-623,35,538-623PL1,Absent,25000,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,28,27,26,24,25,23,21,30,0,0,0,51,45,44,22,31,0,0,0,52,46,43,19,32,0,0,0,53,47,42,17,33,0,0,0,50,49,41,16,34,0,2,55,54,1,40,14,35,36,37,3,38,39,13,15,9,10,11,4,5,6,8,12,-19.0,51,Unicorn_Absent,-1,-1,Unicorn_Absent,-368,0.68125,55.0,RS,3274,0,22.0,51,0.6984126984126984,64,0.2859623015873016,0.203125,0.796875,-23.0,0.65625,0.6346153846153846,0.25,RS,RS,RS,0.875
3275,538-623,36,538-623PL1,Absent,17164,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,34,33,19,17,3,0,0,0,35,32,20,18,4,0,0,0,0,30,21,16,6,0,0,0,0,31,22,2,8,0,0,0,0,29,1,15,7,0,0,0,0,28,23,14,9,0,0,0,0,27,24,13,10,0,0,0,0,26,25,12,11,22.0,10,Unicorn_Absent,-1,-1,Unicorn_Absent,-346,0.9375,51.0,RS,3275,0,11.0,34,0.6346153846153846,64,0.009615384615384581,0.84375,0.9411764705882353,-19.0,0.68125,0.85,0.2859623015873016,RS,RS,RIGHT,0.796875
3276,538-623,37,538-623PL1,Absent,18861,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,35,33,18,16,1,0,0,0,37,32,19,14,2,0,0,0,36,31,20,13,3,0,0,0,38,30,21,17,4,0,0,0,39,29,22,12,5,0,0,0,40,27,23,11,6,0,0,0,42,28,24,10,7,0,0,0,43,26,25,9,8,11.0,21,Unicorn_Absent,-1,-1,Unicorn_Absent,-335,0.86875,10.0,RS,3276,0,24.0,40,0.85,64,0.03888888888888886,0.671875,0.8,22.0,0.9375,0.8,0.009615384615384581,RS,RIGHT,RS,0.9411764705882353
3277,538-623,38,538-623PL1,Absent,16345,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,33,19,16,1,0,0,0,0,34,18,17,2,0,0,0,0,32,20,15,3,0,0,0,0,31,21,14,4,0,0,0,0,30,22,13,5,0,0,0,0,29,23,12,6,0,0,0,0,28,24,11,8,0,0,0,0,27,26,10,9,24.0,8,Unicorn_Absent,-1,-1,Unicorn_Absent,-311,0.95,21.0,RIGHT,3277,0,27.0,32,0.8,64,0.0888888888888888,0.875,1.0,11.0,0.86875,0.9696969696969697,0.03888888888888886,RS,RS,RS,0.8
3283,538-623,44,538-623PL1,Absent,15889,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,34,18,17,1,0,0,0,0,33,19,16,2,0,0,0,0,32,20,14,3,0,0,0,0,36,21,13,4,0,0,0,0,35,22,12,5,0,0,0,0,30,23,11,6,0,0,0,0,29,25,10,7,0,0,0,0,28,27,9,8,24.0,8,Unicorn_Absent,-1,-1,Unicorn_Absent,-138,0.95,0.0,RIGHT,3283,0,27.0,32,1.0,64,0.25,0.875,1.0,,1.0,0.9696969696969697,0.03125,RIGHT,RS,RIGHT,1.0
3284,538-623,45,538-623PL1,Absent,16535,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,27,26,16,1,0,0,0,0,28,25,15,2,0,0,0,0,29,24,17,3,0,0,0,0,30,23,14,4,0,0,0,0,32,22,13,5,0,0,0,0,33,21,18,6,0,0,0,0,34,20,10,7,0,0,0,36,35,19,9,8,27.0,5,Unicorn_Absent,-1,-1,Unicorn_Absent,-111,0.96875,8.0,RS,3284,0,25.0,33,0.9696969696969697,64,0.0696969696969697,0.921875,0.9696969696969697,24.0,0.95,0.9696969696969697,0.25,RIGHT,RIGHT,RS,1.0
3287,538-623,48,538-623PL1,Absent,15635,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,18,17,1,0,0,0,0,32,19,16,2,0,0,0,0,31,20,15,3,0,0,0,0,30,21,14,4,0,0,0,0,29,22,13,5,0,0,0,0,28,23,12,6,0,0,0,0,27,24,10,7,0,0,0,0,26,25,11,8,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,-29,0.95625,0.0,RS,3287,0,29.0,31,0.45161290322580644,64,0.05161290322580642,0.890625,0.96875,,1.0,0.9354838709677419,0.027243589743589758,RS,RS,RS,0.4375
3290,538-623,51,538-623PL1,Absent,18696,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,17,18,16,1,0,0,0,0,20,19,15,2,0,0,0,0,21,22,14,3,0,0,0,0,32,23,13,4,0,0,0,0,31,24,12,5,0,0,0,35,30,25,11,6,0,0,0,34,29,26,10,7,0,0,0,33,28,27,9,8,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,61,0.98125,0.0,RS,3290,0,26.0,35,0.2,64,0.3,0.953125,0.9142857142857143,,1.0,0.9142857142857143,0.17967332123411975,RS,RIGHT,RIGHT,0.25
3291,538-623,52,538-623PL1,Absent,14543,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,17,16,1,0,0,0,0,31,18,15,2,0,0,0,0,30,19,14,3,0,0,0,0,29,21,13,4,0,0,0,0,28,20,12,5,0,0,0,0,27,22,11,6,0,0,0,0,26,23,10,7,0,0,0,0,25,24,9,8,26.0,6,Unicorn_Absent,-1,-1,Unicorn_Absent,87,0.9625,3.0,RIGHT,3291,0,28.0,32,0.9142857142857143,64,0.07218045112781957,0.90625,1.0,29.0,0.98125,1.0,0.3,RS,RIGHT,RS,0.9142857142857143
3292,538-623,53,538-623PL1,Absent,15709,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,17,16,1,0,0,0,0,31,18,15,2,0,0,0,0,30,19,14,3,0,0,0,0,29,20,13,4,0,0,0,0,28,21,12,5,0,0,0,0,27,22,11,6,0,0,0,0,26,23,10,7,0,0,0,0,25,24,9,8,28.0,4,Unicorn_Absent,-1,-1,Unicorn_Absent,115,0.975,6.0,RIGHT,3292,0,29.0,32,1.0,64,0.052631578947368474,0.9375,1.0,26.0,0.9625,0.96875,0.07218045112781957,RIGHT,RS,RS,1.0
3293,538-623,54,538-623PL1,Absent,15503,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,31,17,16,1,0,0,0,0,30,18,15,2,0,0,0,0,0,19,14,3,0,0,0,0,29,20,13,5,0,0,0,0,27,21,12,4,0,0,0,0,28,22,10,6,0,0,0,0,26,23,11,8,0,0,0,0,25,24,9,7,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,144,0.98125,4.0,RS,3293,0,30.0,31,0.96875,64,0.03125,0.953125,0.96875,28.0,0.975,0.8387096774193549,0.052631578947368474,RIGHT,RS,RS,1.0
3300,538-623,1,538-623PL2,Absent,51217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,3,15,17,0,7,8,9,13,4,18,19,0,0,0,10,11,22,21,20,0,0,36,31,32,23,24,25,0,0,35,33,30,28,27,26,2.0,30,Unicorn_Absent,-1,-1,Unicorn_Absent,2,0.8125,,RS,3300,0,-31.0,30,,64,,0.53125,0.631578947368421,,,0.46875,,,ALL,RS,
3307,538-623,8,538-623PL2,Absent,27553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66,65,3,64,4,5,51,50,62,2,63,54,53,47,48,49,60,61,1,55,52,46,45,44,59,58,57,56,40,41,42,43,34,33,32,31,30,29,28,27,35,36,6,39,14,26,25,24,8,7,37,38,13,16,23,22,9,10,11,12,19,17,20,21,-19.0,51,Unicorn_Absent,-1,-1,Unicorn_Absent,-19,0.68125,10.0,ALL,3307,0,-22.0,64,0.25,64,0.3160377358490566,0.203125,1.0,,0.9375,1.0,0.25,RS,ALL,RS,0.375
3311,538-623,12,538-623PL2,Absent,28826,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,39,40,41,42,43,44,3,38,37,36,46,45,2,47,48,33,34,35,1,52,51,50,49,32,17,16,63,15,14,55,65,64,19,20,22,53,54,13,57,30,31,21,23,24,61,60,58,29,28,27,26,25,62,12,59,5,66,9,8,7,10,11,6,-32.0,64,Unicorn_Absent,-1,-1,Unicorn_Absent,-76,0.6,59.0,ALL,3311,0,-31.0,64,1.0,64,0.078125,0.0,1.0,,0.63125,1.0,0.515625,ALL,ALL,RS,1.0
3314,538-623,15,538-623PL2,Absent,27640,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,70,69,42,41,40,39,56,57,58,67,68,66,65,38,55,54,59,61,62,63,64,37,52,51,49,47,46,45,44,43,29,26,23,22,30,31,34,35,28,27,25,21,20,32,33,36,11,12,13,14,19,16,17,18,10,9,8,7,6,5,4,3,-32.0,64,Unicorn_Absent,-1,-1,Unicorn_Absent,-119,0.6,12.0,ALL,3314,0,-28.0,64,0.53125,64,0.15625,0.0,1.0,,0.925,1.0,0.171875,RS,ALL,ALL,0.9411764705882353
3315,538-623,16,538-623PL2,Absent,26320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68,64,63,58,54,55,56,57,67,65,62,59,53,52,51,50,1,66,61,60,46,47,48,49,2,43,42,41,45,40,39,44,8,31,32,33,34,35,36,37,3,10,30,28,29,27,26,25,4,9,13,14,17,18,24,23,6,11,12,15,16,19,21,22,-28.0,60,Unicorn_Absent,-1,-1,Unicorn_Absent,-147,0.625,64.0,ALL,3315,0,-14.0,64,1.0,64,0.0625,0.0625,1.0,-32.0,0.6,1.0,0.15625,ALL,ALL,ALL,1.0
3316,538-623,17,538-623PL2,Absent,22151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,60,61,62,63,64,65,57,58,59,3,71,70,68,66,6,56,55,54,53,52,51,50,7,43,44,45,46,47,48,49,42,41,2,40,39,38,37,36,8,28,29,30,31,32,35,34,9,27,26,25,23,22,20,19,10,11,12,13,14,15,17,18,-14.0,46,Unicorn_Absent,-1,-1,Unicorn_Absent,-161,0.7125,60.0,ALL,3316,0,-32.0,64,1.0,64,0.34375,0.28125,1.0,-28.0,0.625,1.0,0.0625,ALL,ALL,RS,1.0
3317,538-623,18,538-623PL2,Absent,25016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,3,8,7,4,6,5,48,1,11,12,53,55,56,62,49,51,52,39,54,13,57,64,43,42,41,40,38,59,61,65,44,46,25,37,36,60,14,67,47,24,77,76,75,35,73,68,23,29,30,31,34,74,15,70,22,21,20,32,19,18,17,72,-32.0,64,Unicorn_Absent,-1,-1,Unicorn_Absent,-193,0.6,46.0,ALL,3317,0,-19.0,64,1.0,64,0.28125,0.0,1.0,-14.0,0.7125,0.953125,0.34375,ALL,RS,ALL,1.0
3318,538-623,19,538-623PL2,Absent,24096,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,61,21,60,19,18,17,16,52,23,2,58,59,3,0,15,51,62,24,57,55,54,4,53,49,27,25,63,64,65,66,14,48,72,73,29,5,43,45,46,67,71,6,0,30,42,41,40,13,7,36,34,0,32,38,39,12,74,8,70,9,69,10,68,75,-19.0,51,Unicorn_Absent,-1,-1,Unicorn_Absent,-212,0.68125,64.0,RS,3318,0,-32.0,61,0.953125,64,0.109375,0.203125,0.953125,-32.0,0.6,0.953125,0.28125,ALL,ALL,RS,1.0
3321,538-623,22,538-623PL2,Absent,24150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,21,72,19,18,64,16,24,25,71,2,69,65,63,14,74,26,3,70,67,66,62,13,27,28,73,4,5,59,60,61,30,33,6,57,56,58,49,12,34,32,55,54,52,7,51,50,35,39,40,8,44,45,46,47,38,36,41,42,43,9,48,10,-24.0,56,Unicorn_Absent,-1,-1,Unicorn_Absent,-250,0.65,14.0,ALL,3321,0,-32.0,64,0.53125,64,0.1753177966101695,0.125,1.0,,0.9125,1.0,0.15625,RS,ALL,RS,0.53125
3327,538-623,28,538-623PL2,Absent,28541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,69,70,71,72,73,74,75,22,65,64,62,60,58,13,14,21,68,67,55,57,56,12,15,20,66,53,54,1,16,50,11,18,3,44,45,47,51,49,10,17,42,40,39,37,35,34,9,24,52,41,5,38,6,7,8,25,26,27,28,29,31,32,33,-32.0,64,Unicorn_Absent,-1,-1,Unicorn_Absent,-279,0.6,7.0,ALL,3327,0,-20.0,64,0.34375,64,0.234375,0.0,1.0,,0.95625,1.0,0.078125,RS,ALL,ALL,0.5428571428571428
3328,538-623,29,538-623PL2,Absent,23551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,33,32,31,30,29,28,14,35,36,37,38,5,6,27,13,42,41,40,39,43,7,26,12,67,65,64,4,50,24,25,11,69,61,62,51,45,23,16,15,68,71,3,53,46,22,17,10,70,59,57,54,48,21,18,9,2,58,56,55,49,20,19,8,-20.0,52,Unicorn_Absent,-1,-1,Unicorn_Absent,-299,0.675,64.0,ALL,3328,0,-16.0,64,1.0,64,0.1875,0.1875,1.0,-32.0,0.6,1.0,0.234375,ALL,ALL,ALL,1.0
3329,538-623,30,538-623PL2,Absent,24510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,38,37,36,34,78,32,30,42,69,68,76,77,79,80,29,46,65,63,61,71,72,81,28,45,70,67,4,58,60,74,27,47,5,48,56,57,2,1,25,6,50,49,53,75,22,23,24,51,7,16,15,14,13,12,11,17,18,19,8,21,9,20,10,-16.0,48,Unicorn_Absent,-1,-1,Unicorn_Absent,-315,0.7,52.0,ALL,3329,0,-18.0,64,1.0,64,0.07692307692307687,0.25,1.0,-20.0,0.675,1.0,0.1875,ALL,ALL,RS,1.0
